                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 0.7485,                0.44737,                 1.0064,                0.91527,                 0.8547,                0.91463,                0.64236,                 1.0924,                 0.5793,                 1.1938,              0.0069706,              0.0069706,              0.0069706
                    156,                0.73851,                0.44475,                0.99948,                0.89321,                0.86713,                0.90853,                0.64544,                 1.0813,                0.58707,                 1.1951,              0.0069508,              0.0069508,              0.0069508
                    157,                0.73455,                0.44921,                 1.0008,                0.90261,                0.87859,                0.91428,                0.65265,                  1.072,                0.56326,                 1.1863,               0.006931,               0.006931,               0.006931
                    158,                0.74838,                0.44291,                  1.004,                0.90223,                0.87413,                0.91506,                0.65047,                 1.0745,                0.56434,                 1.1974,              0.0069112,              0.0069112,              0.0069112
                    159,                0.74208,                0.45478,                 1.0058,                0.91365,                0.84676,                0.91591,                0.64957,                 1.0696,                0.58906,                 1.1914,              0.0068914,              0.0068914,              0.0068914
                    160,                0.74052,                0.44871,                 1.0017,                0.90404,                0.86636,                0.91514,                0.64985,                 1.0675,                0.57852,                 1.1875,              0.0068716,              0.0068716,              0.0068716
                    161,                0.73457,                0.44261,                0.99863,                0.90993,                0.85557,                0.91414,                  0.647,                 1.0839,                0.57406,                 1.1951,              0.0068518,              0.0068518,              0.0068518
                    162,                0.73428,                0.44041,                 1.0011,                0.89513,                0.86878,                0.91694,                0.64839,                 1.0858,                0.57587,                 1.1956,               0.006832,               0.006832,               0.006832
                    163,                 0.7246,                0.43855,                 1.0011,                0.92763,                 0.8466,                  0.913,                0.64692,                 1.0659,                0.57487,                 1.1851,              0.0068122,              0.0068122,              0.0068122
                    164,                  0.723,                0.43229,                0.98907,                 0.8968,                0.87779,                0.91769,                0.64556,                 1.0693,                0.57229,                 1.1884,              0.0067924,              0.0067924,              0.0067924
                    165,                0.72363,                0.43859,                0.98798,                0.91343,                0.87179,                0.92376,                0.65498,                 1.0716,                0.55538,                 1.1999,              0.0067726,              0.0067726,              0.0067726
                    166,                0.71643,                 0.4367,                0.99224,                0.90802,                0.85137,                0.91257,                0.64342,                 1.0921,                0.58406,                 1.2093,              0.0067528,              0.0067528,              0.0067528
                    167,                0.73228,                0.44147,                0.99084,                0.92356,                0.85625,                0.92235,                0.65835,                 1.0725,                 0.5705,                 1.1888,               0.006733,               0.006733,               0.006733
                    168,                0.72135,                 0.4381,                0.98322,                0.92058,                0.84149,                0.91828,                0.66359,                 1.0615,                0.58562,                 1.1834,              0.0067132,              0.0067132,              0.0067132
                    169,                0.72105,                0.43822,                0.99462,                0.91726,                0.85781,                0.91663,                0.66076,                 1.0661,                0.57559,                 1.1894,              0.0066934,              0.0066934,              0.0066934
                    170,                0.72115,                0.43388,                0.99623,                0.90451,                0.86092,                0.91748,                0.64945,                 1.0892,                0.56993,                 1.2007,              0.0066736,              0.0066736,              0.0066736
                    171,                 0.7287,                0.44646,                0.99768,                0.90325,                0.88494,                0.92766,                0.65683,                 1.0704,                0.54982,                 1.1824,              0.0066538,              0.0066538,              0.0066538
                    172,                0.72261,                  0.434,                0.98855,                 0.8958,                0.88345,                0.92049,                0.64728,                 1.0912,                0.56168,                  1.197,               0.006634,               0.006634,               0.006634
                    173,                0.72363,                0.43831,                0.99112,                0.91587,                0.87413,                 0.9229,                0.65365,                 1.0781,                0.54711,                 1.1863,              0.0066142,              0.0066142,              0.0066142
                    174,                0.71898,                0.43388,                 0.9893,                0.91716,                0.86021,                 0.9216,                0.65723,                 1.0688,                0.56003,                 1.1818,              0.0065944,              0.0065944,              0.0065944
                    175,                0.71204,                0.43983,                0.98691,                0.91317,                0.87335,                0.91973,                0.65629,                 1.0682,                0.55752,                 1.1862,              0.0065746,              0.0065746,              0.0065746
                    176,                 0.7117,                 0.4346,                0.99119,                0.90121,                0.87801,                0.91867,                0.65064,                 1.0821,                0.56072,                 1.2115,              0.0065548,              0.0065548,              0.0065548
                    177,                0.71394,                0.42938,                 0.9867,                0.91386,                0.85315,                0.91968,                0.65129,                 1.0624,                0.57623,                  1.187,               0.006535,               0.006535,               0.006535
                    178,                0.71961,                0.43421,                0.98893,                0.89981,                 0.8819,                0.92024,                0.64892,                 1.0899,                0.56114,                 1.2152,              0.0065152,              0.0065152,              0.0065152
                    179,                0.71665,                0.43231,                0.99023,                0.91309,                0.85712,                0.92174,                0.64783,                 1.0909,                0.57839,                  1.214,              0.0064954,              0.0064954,              0.0064954
                    180,                0.70193,                0.43157,                0.98292,                0.90997,                0.87964,                0.92081,                0.65286,                  1.075,                0.56023,                 1.2021,              0.0064756,              0.0064756,              0.0064756
                    181,                0.70483,                0.42787,                0.98521,                 0.9132,                0.87102,                0.92387,                0.65474,                 1.0786,                0.54728,                 1.1973,              0.0064558,              0.0064558,              0.0064558
                    182,                0.70666,                0.41888,                0.97957,                 0.9116,                0.87336,                0.92308,                0.65715,                 1.0855,                0.54479,                 1.2008,               0.006436,               0.006436,               0.006436
                    183,                0.70575,                 0.4254,                0.98806,                0.90704,                0.87335,                0.91943,                0.65506,                 1.0761,                0.55071,                 1.1956,              0.0064162,              0.0064162,              0.0064162
                    184,                0.71372,                0.42773,                0.98807,                 0.9326,                0.86011,                0.92147,                0.65031,                 1.0789,                0.54845,                 1.1859,              0.0063964,              0.0063964,              0.0063964
                    185,                0.70557,                0.42618,                0.98394,                0.91998,                0.86014,                0.92323,                 0.6572,                 1.0748,                0.55619,                 1.1896,              0.0063766,              0.0063766,              0.0063766
                    186,                0.69648,                0.42181,                0.98529,                0.90833,                 0.8749,                0.92227,                0.65709,                 1.0777,                0.54129,                 1.2091,              0.0063568,              0.0063568,              0.0063568
                    187,                0.70563,                  0.421,                 0.9893,                0.90589,                0.88252,                0.92329,                 0.6576,                 1.0703,                0.52618,                 1.1904,               0.006337,               0.006337,               0.006337
                    188,                0.69624,                 0.4125,                0.98027,                0.90971,                0.86247,                0.91882,                0.65331,                 1.0786,                 0.5655,                 1.1979,              0.0063172,              0.0063172,              0.0063172
                    189,                0.69699,                   0.42,                0.98221,                0.91668,                0.86869,                 0.9269,                0.65716,                 1.0862,                  0.562,                 1.1963,              0.0062974,              0.0062974,              0.0062974
                    190,                 0.7051,                0.43124,                0.98487,                0.89579,                0.86558,                0.91744,                0.65331,                 1.0861,                0.58925,                 1.2072,              0.0062776,              0.0062776,              0.0062776
                    191,                0.69021,                0.41634,                0.97908,                0.90352,                0.87319,                0.91358,                0.64645,                 1.0808,                  0.554,                 1.2137,              0.0062578,              0.0062578,              0.0062578
                    192,                0.68577,                0.41396,                0.98052,                0.91196,                0.86122,                0.91717,                0.65258,                 1.0639,                0.55681,                 1.1949,               0.006238,               0.006238,               0.006238
                    193,                0.69646,                0.41979,                0.98007,                0.89321,                0.87179,                0.91305,                0.65533,                 1.0704,                0.56097,                 1.1889,              0.0062182,              0.0062182,              0.0062182
                    194,                 0.6969,                0.42379,                0.98246,                0.91629,                0.85905,                0.91807,                0.64866,                 1.0958,                0.55613,                 1.2046,              0.0061984,              0.0061984,              0.0061984
                    195,                0.68576,                0.41569,                0.97875,                0.91476,                0.88345,                0.92923,                0.65562,                  1.078,                0.53166,                 1.2064,              0.0061786,              0.0061786,              0.0061786
                    196,                0.69159,                0.41785,                0.97581,                0.89705,                0.88656,                0.92503,                0.65693,                 1.0658,                  0.552,                  1.181,              0.0061588,              0.0061588,              0.0061588
                    197,                0.69217,                0.41382,                0.97605,                0.89742,                0.86333,                0.90761,                0.65204,                  1.072,                 0.5927,                  1.193,               0.006139,               0.006139,               0.006139
                    198,                0.69017,                0.42036,                0.97977,                 0.9277,                0.85741,                0.91763,                0.65747,                 1.0668,                0.56597,                 1.1938,              0.0061192,              0.0061192,              0.0061192
                    199,                0.68973,                0.41913,                0.98259,                0.92183,                0.86127,                0.92617,                0.66284,                 1.0567,                0.53857,                 1.1815,              0.0060994,              0.0060994,              0.0060994
                    200,                 0.6908,                0.41558,                0.97846,                0.90738,                0.87024,                0.91917,                0.65969,                 1.0616,                0.55748,                 1.1899,              0.0060796,              0.0060796,              0.0060796
                    201,                0.69236,                0.41326,                0.97818,                0.91783,                0.86946,                0.92234,                0.66013,                 1.0705,                0.55723,                 1.2031,              0.0060598,              0.0060598,              0.0060598
                    202,                0.67792,                0.40527,                  0.975,                0.92655,                0.86014,                0.92099,                0.65635,                 1.0815,                0.55495,                 1.2042,                0.00604,                0.00604,                0.00604
                    203,                0.67813,                0.41288,                0.97965,                0.91668,                 0.8719,                0.92791,                0.65835,                 1.0723,                0.55321,                 1.2057,              0.0060202,              0.0060202,              0.0060202
                    204,                 0.6823,                 0.4082,                0.97107,                0.92572,                0.86184,                0.91643,                0.64072,                 1.0853,                 0.5576,                 1.2102,              0.0060004,              0.0060004,              0.0060004
                    205,                 0.6774,                0.40991,                  0.972,                0.92201,                0.86352,                0.91806,                0.64797,                 1.0698,                0.55847,                 1.1876,              0.0059806,              0.0059806,              0.0059806
                    206,                0.68963,                0.41575,                0.97563,                0.91113,                0.87413,                0.92152,                0.65905,                 1.0684,                0.54997,                 1.1932,              0.0059608,              0.0059608,              0.0059608
                    207,                  0.673,                0.40791,                0.97246,                0.93579,                0.85392,                0.92406,                0.65732,                 1.0637,                0.54575,                 1.1935,               0.005941,               0.005941,               0.005941
                    208,                0.68009,                0.41089,                0.97523,                0.89979,                0.87646,                0.92244,                0.66319,                 1.0635,                0.55803,                 1.1715,              0.0059212,              0.0059212,              0.0059212
                    209,                0.66313,                0.40214,                0.96001,                0.92472,                  0.859,                0.92583,                0.65961,                 1.0637,                0.52974,                 1.1759,              0.0059014,              0.0059014,              0.0059014
                    210,                0.67715,                0.40393,                 0.9699,                0.91271,                0.87801,                0.92532,                0.66272,                 1.0679,                0.53592,                 1.1798,              0.0058816,              0.0058816,              0.0058816
                    211,                0.68686,                0.41941,                0.97549,                0.91937,                0.86791,                0.91945,                0.65208,                 1.0687,                0.55195,                  1.183,              0.0058618,              0.0058618,              0.0058618
                    212,                 0.6767,                0.40641,                0.96502,                0.92208,                0.87024,                0.92438,                0.65949,                 1.0567,                0.54213,                 1.1874,               0.005842,               0.005842,               0.005842
                    213,                0.67156,                0.40383,                0.96805,                0.92944,                0.86169,                0.92369,                0.66135,                 1.0666,                0.54714,                  1.183,              0.0058222,              0.0058222,              0.0058222
                    214,                0.67305,                 0.4053,                0.96989,                0.92864,                0.86325,                0.92868,                0.66227,                 1.0649,                0.54551,                 1.1825,              0.0058024,              0.0058024,              0.0058024
                    215,                0.67189,                0.40141,                0.96685,                0.91521,                0.87228,                0.92475,                0.66212,                 1.0563,                0.55239,                 1.1806,              0.0057826,              0.0057826,              0.0057826
                    216,                0.67254,                0.40432,                0.96618,                0.91639,                 0.8648,                0.92027,                0.65674,                 1.0628,                0.54655,                 1.1925,              0.0057628,              0.0057628,              0.0057628
                    217,                0.66654,                0.40494,                0.96717,                0.92577,                0.85936,                 0.9185,                0.65299,                 1.0614,                0.55689,                 1.1965,               0.005743,               0.005743,               0.005743
                    218,                0.65011,                0.39298,                0.96036,                0.92071,                0.87024,                0.92001,                0.66087,                 1.0606,                0.54733,                 1.1909,              0.0057232,              0.0057232,              0.0057232
                    219,                 0.6652,                0.40177,                0.96654,                0.91081,                0.86487,                0.92284,                 0.6607,                 1.0593,                0.55117,                  1.181,              0.0057034,              0.0057034,              0.0057034
                    220,                0.66781,                0.40306,                 0.9617,                0.93355,                0.86247,                0.92966,                0.66592,                 1.0536,                0.54058,                 1.1774,              0.0056836,              0.0056836,              0.0056836
                    221,                0.66135,                0.39755,                0.95936,                0.91666,                0.88021,                0.92547,                0.65989,                  1.068,                0.54241,                 1.1918,              0.0056638,              0.0056638,              0.0056638
                    222,                0.65975,                0.39889,                0.96722,                0.93035,                0.86869,                0.92903,                0.66846,                 1.0615,                0.53917,                 1.1967,               0.005644,               0.005644,               0.005644
                    223,                0.66138,                0.39609,                0.96749,                0.92923,                0.86718,                0.92668,                0.66776,                  1.054,                0.54668,                 1.1918,              0.0056242,              0.0056242,              0.0056242
                    224,                 0.6778,                0.40209,                0.97146,                0.93524,                0.86407,                0.92839,                0.66294,                 1.0497,                0.52692,                 1.1867,              0.0056044,              0.0056044,              0.0056044
                    225,                0.65814,                0.39516,                0.96083,                0.92908,                0.87413,                0.93197,                0.66388,                 1.0527,                0.52335,                  1.186,              0.0055846,              0.0055846,              0.0055846
                    226,                0.66229,                0.39743,                0.96576,                0.91779,                0.86745,                0.92528,                0.65915,                 1.0705,                0.53945,                 1.1868,              0.0055648,              0.0055648,              0.0055648
                    227,                0.66215,                0.39788,                 0.9606,                0.94116,                0.86636,                0.92746,                 0.6645,                 1.0611,                0.54006,                 1.1871,               0.005545,               0.005545,               0.005545
                    228,                 0.6501,                0.39178,                0.96415,                0.93603,                0.86402,                0.92163,                0.66186,                 1.0613,                0.54173,                 1.1983,              0.0055252,              0.0055252,              0.0055252
                    229,                0.66164,                0.39813,                0.96612,                0.93703,                0.85703,                0.92451,                0.65974,                 1.0669,                0.54569,                 1.2007,              0.0055054,              0.0055054,              0.0055054
                    230,                0.64727,                0.39278,                0.96084,                0.90752,                0.87689,                0.92359,                0.65971,                 1.0697,                0.53399,                 1.2009,              0.0054856,              0.0054856,              0.0054856
                    231,                0.65465,                0.39181,                0.95365,                0.91744,                0.88067,                 0.9251,                0.66297,                 1.0602,                0.53332,                 1.1885,              0.0054658,              0.0054658,              0.0054658
                    232,                0.65122,                0.38777,                 0.9593,                0.92889,                 0.8627,                0.92407,                  0.666,                 1.0583,                0.54306,                 1.1937,               0.005446,               0.005446,               0.005446
                    233,                0.64949,                0.39099,                0.96197,                0.90901,                0.89269,                0.93024,                0.66905,                 1.0632,                0.53258,                 1.1918,              0.0054262,              0.0054262,              0.0054262
                    234,                0.64983,                0.39389,                0.96438,                0.92161,                0.87693,                0.92683,                0.66319,                 1.0599,                 0.5297,                 1.1829,              0.0054064,              0.0054064,              0.0054064
                    235,                 0.6514,                0.39147,                0.96203,                0.92742,                0.87179,                0.92548,                0.66831,                 1.0501,                0.53055,                 1.1807,              0.0053866,              0.0053866,              0.0053866
                    236,                0.64365,                 0.3889,                0.95769,                0.91906,                0.88221,                0.92775,                0.66446,                 1.0614,                 0.5414,                 1.1921,              0.0053668,              0.0053668,              0.0053668
                    237,                0.64081,                 0.3895,                0.95909,                0.92836,                0.87603,                0.92788,                0.66683,                 1.0621,                0.52929,                 1.1952,               0.005347,               0.005347,               0.005347
                    238,                0.65315,                0.38791,                0.96335,                0.91632,                0.88967,                0.93046,                0.66459,                 1.0612,                0.52156,                 1.1965,              0.0053272,              0.0053272,              0.0053272
                    239,                0.63878,                0.38007,                0.95332,                0.92924,                 0.8819,                0.93195,                0.67043,                  1.051,                0.51713,                 1.1872,              0.0053074,              0.0053074,              0.0053074
                    240,                  0.638,                0.38344,                0.95249,                0.90258,                0.88811,                0.92926,                0.67016,                 1.0553,                0.52774,                 1.1835,              0.0052876,              0.0052876,              0.0052876
                    241,                0.64612,                0.38713,                0.95894,                0.92856,                0.87413,                0.93575,                0.67437,                 1.0524,                0.52973,                 1.1762,              0.0052678,              0.0052678,              0.0052678
                    242,                0.64042,                0.38676,                0.95406,                 0.9375,                0.87335,                  0.933,                0.67234,                 1.0487,                0.52155,                 1.1788,               0.005248,               0.005248,               0.005248
                    243,                0.63882,                0.38963,                0.95388,                0.92043,                0.88077,                0.92533,                0.66669,                 1.0454,                0.53354,                 1.1808,              0.0052282,              0.0052282,              0.0052282
                    244,                0.63484,                0.38295,                0.95641,                0.91502,                0.88267,                0.92186,                0.66282,                  1.055,                0.54307,                 1.1996,              0.0052084,              0.0052084,              0.0052084
                    245,                0.64357,                0.38483,                0.95676,                0.92527,                0.86578,                0.91965,                0.65749,                 1.0696,                0.55239,                 1.2132,              0.0051886,              0.0051886,              0.0051886
                    246,                0.64084,                0.38341,                0.95538,                0.93909,                0.86791,                  0.926,                0.66335,                 1.0665,                0.53056,                 1.1963,              0.0051688,              0.0051688,              0.0051688
                    247,                0.63065,                0.37555,                 0.9495,                0.92751,                0.87257,                0.93031,                0.66151,                 1.0771,                0.52731,                 1.1912,               0.005149,               0.005149,               0.005149
                    248,                0.63461,                0.38282,                0.95639,                0.91976,                0.87956,                0.93011,                0.66328,                 1.0635,                0.52616,                 1.1875,              0.0051292,              0.0051292,              0.0051292
                    249,                0.63895,                0.38669,                0.96004,                0.91699,                0.87723,                0.92896,                0.66627,                 1.0559,                0.53096,                 1.1846,              0.0051094,              0.0051094,              0.0051094
                    250,                0.63257,                0.38308,                0.95316,                 0.9188,                0.87956,                0.92881,                0.66598,                  1.064,                0.52379,                 1.2049,              0.0050896,              0.0050896,              0.0050896
                    251,                0.63071,                0.37678,                0.95581,                0.93305,                0.86636,                  0.931,                0.66806,                 1.0623,                0.52743,                 1.1994,              0.0050698,              0.0050698,              0.0050698
                    252,                0.63796,                 0.3851,                0.95648,                0.93248,                0.87999,                0.93415,                0.66711,                 1.0573,                0.51938,                 1.1975,                0.00505,                0.00505,                0.00505
                    253,                0.63412,                0.37471,                0.95044,                0.93244,                0.86861,                 0.9279,                0.66542,                  1.062,                0.53432,                 1.1998,              0.0050302,              0.0050302,              0.0050302
                    254,                 0.6387,                0.38449,                0.95907,                0.93416,                0.86946,                0.92544,                0.66628,                 1.0622,                0.55011,                 1.1997,              0.0050104,              0.0050104,              0.0050104
                    255,                   0.63,                0.38554,                0.95173,                 0.9284,                0.85641,                0.92264,                0.67089,                 1.0521,                0.55257,                 1.1859,              0.0049906,              0.0049906,              0.0049906
                    256,                0.63424,                 0.3822,                0.94842,                0.92398,                0.86791,                0.93007,                0.67393,                 1.0497,                0.52507,                 1.1875,              0.0049708,              0.0049708,              0.0049708
                    257,                0.62756,                0.37305,                 0.9536,                0.92483,                0.87413,                0.92826,                0.66698,                 1.0505,                0.52866,                  1.201,               0.004951,               0.004951,               0.004951
                    258,                0.62767,                0.37502,                0.95221,                0.90269,                0.88811,                0.92663,                0.66857,                 1.0479,                0.54065,                 1.1974,              0.0049312,              0.0049312,              0.0049312
                    259,                0.61777,                0.37299,                0.94599,                0.92669,                0.87409,                0.92586,                0.66783,                 1.0468,                0.53701,                 1.1862,              0.0049114,              0.0049114,              0.0049114
                    260,                0.62229,                0.37653,                0.94414,                 0.9182,                0.87801,                0.92468,                0.66511,                 1.0469,                0.53519,                  1.181,              0.0048916,              0.0048916,              0.0048916
                    261,                0.62548,                0.37868,                0.95021,                0.92566,                0.87081,                0.92555,                0.66596,                 1.0445,                0.53777,                 1.1772,              0.0048718,              0.0048718,              0.0048718
                    262,                0.63024,                0.37622,                0.95327,                0.92108,                 0.8796,                0.92935,                0.66888,                 1.0503,                0.53723,                 1.1801,               0.004852,               0.004852,               0.004852
                    263,                0.61837,                0.37174,                0.94789,                0.91653,                0.89122,                0.92966,                0.66636,                 1.0475,                0.53477,                 1.1859,              0.0048322,              0.0048322,              0.0048322
                    264,                0.62298,                0.37351,                0.94326,                0.91989,                0.89217,                0.93232,                0.66798,                 1.0481,                0.52494,                 1.1841,              0.0048124,              0.0048124,              0.0048124
                    265,                0.60872,                0.36911,                0.94135,                0.92844,                0.87723,                0.92756,                0.66515,                 1.0506,                0.53769,                 1.1874,              0.0047926,              0.0047926,              0.0047926
                    266,                0.61162,                0.37259,                0.93959,                 0.9214,                0.88347,                0.92976,                 0.6655,                 1.0547,                0.52494,                  1.193,              0.0047728,              0.0047728,              0.0047728
                    267,                0.62006,                0.37844,                0.95062,                0.92639,                0.87723,                0.92792,                0.66733,                 1.0518,                0.52363,                 1.1869,               0.004753,               0.004753,               0.004753
                    268,                  0.614,                0.36991,                0.94613,                0.92263,                0.88024,                0.92916,                0.67009,                 1.0531,                0.53314,                  1.183,              0.0047332,              0.0047332,              0.0047332
                    269,                0.62499,                0.37445,                0.95059,                0.92467,                0.87568,                 0.9298,                0.67135,                 1.0428,                0.52952,                 1.1837,              0.0047134,              0.0047134,              0.0047134
                    270,                 0.6118,                0.36783,                0.94999,                0.91156,                  0.892,                0.92989,                0.67262,                 1.0405,                0.52767,                 1.1837,              0.0046936,              0.0046936,              0.0046936
                    271,                0.60749,                0.36757,                0.94087,                0.92111,                0.88578,                0.93009,                0.66762,                 1.0503,                0.52278,                 1.1889,              0.0046738,              0.0046738,              0.0046738
                    272,                0.61026,                0.36897,                0.94568,                0.90965,                0.89184,                0.92857,                0.66659,                 1.0543,                0.52081,                 1.1993,               0.004654,               0.004654,               0.004654
                    273,                0.62247,                0.37127,                0.94741,                 0.9213,                0.88233,                0.92764,                0.66874,                  1.049,                0.52865,                 1.1932,              0.0046342,              0.0046342,              0.0046342
                    274,                0.60765,                0.36721,                0.94687,                 0.9256,                0.86169,                0.92635,                0.67051,                 1.0489,                0.53558,                 1.1915,              0.0046144,              0.0046144,              0.0046144
                    275,                0.60561,                0.36746,                0.94371,                0.92567,                0.87082,                0.92775,                0.66717,                 1.0487,                0.53665,                 1.1897,              0.0045946,              0.0045946,              0.0045946
                    276,                0.60885,                0.36625,                0.94407,                0.91539,                0.88578,                0.93113,                0.66713,                 1.0499,                0.53108,                 1.1899,              0.0045748,              0.0045748,              0.0045748
                    277,                0.61366,                0.36954,                 0.9473,                0.90851,                0.88889,                0.93219,                 0.6637,                 1.0605,                0.52991,                 1.1981,               0.004555,               0.004555,               0.004555
                    278,                0.59358,                 0.3577,                0.93608,                0.92225,                0.88481,                0.93113,                0.66655,                 1.0539,                0.52275,                 1.1973,              0.0045352,              0.0045352,              0.0045352
                    279,                0.60937,                0.36219,                0.94425,                0.91949,                0.87851,                0.92855,                 0.6677,                 1.0492,                0.52486,                 1.1905,              0.0045154,              0.0045154,              0.0045154
                    280,                0.60544,                 0.3649,                0.94496,                0.91646,                0.87568,                0.92367,                0.66384,                 1.0579,                0.54671,                 1.1966,              0.0044956,              0.0044956,              0.0044956
                    281,                0.60512,                0.36049,                0.94102,                0.91197,                0.87335,                0.92214,                0.66509,                 1.0553,                0.54465,                  1.201,              0.0044758,              0.0044758,              0.0044758
                    282,                0.61021,                0.36178,                0.94163,                0.91139,                 0.8871,                0.92789,                0.66749,                 1.0543,                0.53525,                 1.2085,               0.004456,               0.004456,               0.004456
                    283,                0.60648,                0.36888,                0.94864,                   0.92,                 0.8846,                0.92973,                0.66218,                 1.0528,                0.53189,                 1.2136,              0.0044362,              0.0044362,              0.0044362
                    284,                0.59976,                0.36031,                0.94604,                0.92112,                 0.8819,                0.92962,                0.66465,                 1.0509,                0.53018,                 1.2076,              0.0044164,              0.0044164,              0.0044164
                    285,                0.61476,                0.36761,                0.94392,                0.91867,                0.88423,                0.92592,                0.66377,                 1.0586,                0.53846,                 1.2081,              0.0043966,              0.0043966,              0.0043966
                    286,                 0.6034,                 0.3592,                 0.9442,                0.91024,                0.88423,                0.92951,                 0.6691,                 1.0586,                0.53825,                 1.1998,              0.0043768,              0.0043768,              0.0043768
                    287,                0.60098,                0.36231,                0.93546,                0.92545,                0.87801,                 0.9305,                0.67049,                 1.0663,                0.53784,                 1.2061,               0.004357,               0.004357,               0.004357
                    288,                0.59962,                0.35885,                0.94179,                0.93312,                 0.8819,                0.93356,                0.67345,                 1.0577,                0.53674,                 1.2027,              0.0043372,              0.0043372,              0.0043372
                    289,                0.60547,                0.36199,                0.94564,                0.92087,                0.87956,                0.93088,                0.67105,                 1.0578,                0.53711,                 1.2008,              0.0043174,              0.0043174,              0.0043174
                    290,                0.60882,                0.35918,                0.94646,                0.91794,                0.87781,                0.92916,                0.67151,                 1.0589,                0.54522,                 1.2027,              0.0042976,              0.0042976,              0.0042976
                    291,                0.59044,                0.35617,                 0.9379,                0.90647,                0.88859,                0.92784,                0.67183,                 1.0595,                0.53532,                 1.2096,              0.0042778,              0.0042778,              0.0042778
                    292,                0.59173,                0.35684,                0.93725,                0.91097,                0.88245,                 0.9277,                0.67209,                 1.0572,                0.53153,                 1.2083,               0.004258,               0.004258,               0.004258
                    293,                0.59404,                0.35795,                0.93751,                0.91566,                0.88575,                0.92659,                0.67286,                 1.0582,                 0.5302,                 1.2065,              0.0042382,              0.0042382,              0.0042382
                    294,                0.60098,                0.36436,                0.94221,                 0.9331,                0.86869,                0.92788,                0.67117,                 1.0527,                0.53301,                 1.1988,              0.0042184,              0.0042184,              0.0042184
                    295,                 0.5946,                0.35634,                0.93169,                0.92451,                0.87541,                0.93015,                0.67051,                 1.0577,                0.53169,                 1.1984,              0.0041986,              0.0041986,              0.0041986
                    296,                0.59322,                0.36023,                0.93288,                0.92113,                0.87956,                0.93276,                0.67268,                 1.0604,                0.53968,                 1.1923,              0.0041788,              0.0041788,              0.0041788
                    297,                0.58916,                0.35351,                0.93155,                0.92669,                0.87723,                0.92985,                0.66875,                 1.0587,                0.53986,                 1.1913,               0.004159,               0.004159,               0.004159
                    298,                0.59615,                0.35649,                0.93903,                0.93652,                0.87116,                0.93104,                0.67224,                 1.0587,                0.53153,                 1.1905,              0.0041392,              0.0041392,              0.0041392
                    299,                0.58774,                0.35355,                0.93472,                0.92402,                0.87882,                0.93009,                0.66903,                 1.0588,                 0.5366,                 1.1982,              0.0041194,              0.0041194,              0.0041194
                    300,                 0.5871,                0.35375,                0.93514,                0.92748,                0.87801,                 0.9306,                0.66627,                 1.0585,                0.53285,                 1.2038,              0.0040996,              0.0040996,              0.0040996
                    301,                 0.5902,                0.35452,                0.93931,                0.93094,                0.87257,                0.93109,                0.67014,                 1.0438,                0.53458,                 1.1969,              0.0040798,              0.0040798,              0.0040798
                    302,                0.59579,                0.35958,                0.94178,                0.92181,                0.87943,                0.93111,                0.67387,                 1.0427,                0.52544,                 1.1992,                0.00406,                0.00406,                0.00406
                    303,                0.58635,                0.35311,                  0.936,                0.93148,                0.87179,                0.93543,                0.67548,                 1.0467,                0.52209,                 1.2044,              0.0040402,              0.0040402,              0.0040402
                    304,                 0.5788,                0.34938,                0.93217,                0.92518,                0.87646,                  0.935,                0.67357,                 1.0508,                0.52433,                 1.2073,              0.0040204,              0.0040204,              0.0040204
                    305,                0.59065,                0.35582,                0.93617,                  0.925,                0.88165,                 0.9334,                0.67289,                 1.0503,                0.53136,                 1.2069,              0.0040006,              0.0040006,              0.0040006
                    306,                0.58287,                0.35342,                 0.9382,                0.92208,                0.88034,                0.93228,                0.67287,                 1.0523,                0.52858,                 1.2141,              0.0039808,              0.0039808,              0.0039808
                    307,                0.59182,                0.35852,                0.94055,                0.92125,                 0.8908,                0.93232,                0.67387,                 1.0462,                0.51876,                 1.2117,               0.003961,               0.003961,               0.003961
                    308,                0.57601,                0.34237,                 0.9338,                0.93497,                0.87956,                0.93434,                0.67248,                 1.0468,                0.51714,                 1.2106,              0.0039412,              0.0039412,              0.0039412
                    309,                0.57899,                0.34498,                0.92963,                0.92396,                0.89122,                0.93574,                0.67426,                 1.0541,                 0.5208,                 1.2096,              0.0039214,              0.0039214,              0.0039214
                    310,                0.58166,                0.34764,                0.93385,                0.92839,                0.88641,                0.93335,                0.67479,                 1.0549,                0.52908,                 1.2046,              0.0039016,              0.0039016,              0.0039016
                    311,                0.58004,                0.34801,                0.93324,                0.92974,                0.88428,                0.93385,                0.67443,                 1.0574,                0.53005,                 1.2068,              0.0038818,              0.0038818,              0.0038818
                    312,                0.58773,                0.35064,                0.93508,                0.93003,                0.87723,                0.93408,                 0.6733,                 1.0542,                0.52653,                 1.2028,               0.003862,               0.003862,               0.003862
                    313,                0.57941,                0.34461,                 0.9295,                0.92389,                0.88423,                0.93405,                0.67239,                 1.0561,                0.52309,                 1.1989,              0.0038422,              0.0038422,              0.0038422
