                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    314,                0.58246,                0.34619,                0.92865,                0.92875,                0.88116,                0.93361,                0.67545,                 1.0554,                0.52647,                  1.202,              0.0038224,              0.0038224,              0.0038224
                    315,                  0.573,                0.34197,                0.92959,                0.92348,                0.88149,                0.93477,                0.67627,                 1.0512,                0.52582,                 1.1962,              0.0038026,              0.0038026,              0.0038026
                    316,                0.57546,                 0.3473,                0.93254,                0.92863,                0.87568,                0.93412,                0.67836,                 1.0485,                 0.5277,                 1.1927,              0.0037828,              0.0037828,              0.0037828
                    317,                0.57284,                0.34548,                0.93078,                  0.928,                0.87801,                0.93314,                0.67837,                 1.0471,                0.53253,                 1.1918,               0.003763,               0.003763,               0.003763
                    318,                0.57438,                0.34475,                0.93348,                0.92355,                0.88423,                 0.9323,                0.67659,                 1.0513,                0.53235,                 1.1971,              0.0037432,              0.0037432,              0.0037432
                    319,                0.56953,                0.33839,                 0.9261,                0.92891,                0.87723,                0.93307,                0.67847,                 1.0554,                0.53235,                 1.2044,              0.0037234,              0.0037234,              0.0037234
                    320,                0.57624,                0.34606,                 0.9335,                0.92851,                0.87801,                0.93422,                0.67917,                 1.0546,                0.52833,                 1.2034,              0.0037036,              0.0037036,              0.0037036
                    321,                0.56767,                0.33879,                0.93175,                0.93109,                0.88112,                0.93377,                 0.6782,                 1.0577,                0.51993,                 1.2054,              0.0036838,              0.0036838,              0.0036838
                    322,                0.56855,                 0.3427,                0.92381,                0.93433,                0.87956,                0.93521,                0.67795,                 1.0561,                0.51644,                 1.2016,               0.003664,               0.003664,               0.003664
                    323,                0.57426,                0.33878,                0.92921,                0.93325,                0.87993,                0.93521,                 0.6784,                 1.0563,                0.51372,                 1.1999,              0.0036442,              0.0036442,              0.0036442
                    324,                 0.5638,                0.33759,                0.92702,                0.93621,                0.88345,                0.93488,                0.68036,                 1.0559,                0.51452,                 1.2022,              0.0036244,              0.0036244,              0.0036244
                    325,                0.56285,                0.33527,                 0.9256,                 0.9363,                0.87933,                0.93493,                0.67897,                 1.0574,                 0.5165,                 1.2062,              0.0036046,              0.0036046,              0.0036046
                    326,                0.56017,                0.33937,                0.92852,                0.93732,                0.87568,                0.93464,                0.67827,                 1.0611,                0.51765,                 1.2092,              0.0035848,              0.0035848,              0.0035848
                    327,                0.56067,                0.33844,                0.92496,                0.92518,                0.89353,                0.93528,                0.67689,                 1.0639,                0.51543,                 1.2135,               0.003565,               0.003565,               0.003565
                    328,                0.55781,                0.33324,                0.92225,                0.92698,                0.88656,                0.93592,                0.67748,                 1.0593,                0.51435,                 1.2114,              0.0035452,              0.0035452,              0.0035452
                    329,                0.57577,                0.34555,                0.93091,                0.93163,                0.87871,                0.93343,                0.67598,                 1.0603,                0.52032,                 1.2121,              0.0035254,              0.0035254,              0.0035254
                    330,                0.56428,                0.34197,                0.93042,                0.93054,                0.87443,                0.93411,                0.67602,                 1.0571,                0.52718,                 1.2078,              0.0035056,              0.0035056,              0.0035056
                    331,                0.56722,                0.34308,                0.92565,                0.93172,                0.87646,                0.93185,                0.67414,                 1.0558,                0.52509,                 1.2084,              0.0034858,              0.0034858,              0.0034858
                    332,                0.56104,                0.33541,                0.92545,                0.93053,                0.87801,                0.93091,                0.67476,                 1.0561,                0.52162,                 1.2075,               0.003466,               0.003466,               0.003466
                    333,                0.56603,                0.34142,                0.92887,                0.91664,                0.88578,                0.93145,                0.67589,                 1.0523,                0.51852,                 1.2026,              0.0034462,              0.0034462,              0.0034462
                    334,                0.56289,                0.33427,                0.92395,                0.92985,                0.87547,                0.93211,                0.67701,                 1.0492,                0.51275,                 1.1985,              0.0034264,              0.0034264,              0.0034264
                    335,                0.56858,                0.33931,                0.92819,                0.92507,                0.87646,                0.93212,                0.67619,                 1.0499,                0.51642,                  1.199,              0.0034066,              0.0034066,              0.0034066
                    336,                0.55969,                0.33578,                0.92042,                0.91525,                0.88345,                0.93129,                0.67442,                 1.0478,                 0.5206,                 1.1955,              0.0033868,              0.0033868,              0.0033868
                    337,                0.56038,                0.33547,                0.92315,                0.92322,                0.87823,                0.92944,                0.67326,                 1.0478,                 0.5203,                 1.1967,               0.003367,               0.003367,               0.003367
                    338,                0.55863,                0.34171,                0.92601,                0.92213,                0.87416,                0.92878,                0.67219,                 1.0511,                0.52235,                 1.2026,              0.0033472,              0.0033472,              0.0033472
                    339,                0.55387,                0.33506,                0.92053,                0.92478,                0.87413,                0.92573,                0.67189,                  1.054,                0.52284,                 1.2057,              0.0033274,              0.0033274,              0.0033274
                    340,                0.55775,                0.33235,                0.92422,                0.92397,                0.87818,                0.92941,                0.67313,                 1.0516,                 0.5257,                 1.2015,              0.0033076,              0.0033076,              0.0033076
                    341,                0.55747,                0.33923,                0.92229,                0.92295,                0.88416,                0.93006,                0.67549,                 1.0508,                 0.5262,                 1.1978,              0.0032878,              0.0032878,              0.0032878
                    342,                0.55904,                0.33913,                0.92359,                0.92045,                  0.885,                0.93089,                0.67625,                 1.0545,                0.52343,                 1.1981,               0.003268,               0.003268,               0.003268
                    343,                0.55548,                0.33268,                0.91901,                0.92084,                0.88576,                0.93391,                0.67771,                 1.0553,                0.52293,                 1.1951,              0.0032482,              0.0032482,              0.0032482
                    344,                0.55057,                0.33203,                0.92045,                0.92093,                0.88687,                0.93225,                 0.6773,                 1.0513,                 0.5203,                 1.1938,              0.0032284,              0.0032284,              0.0032284
                    345,                0.53946,                0.32633,                0.91648,                0.92794,                0.88044,                0.93326,                0.67679,                 1.0517,                0.52462,                 1.1961,              0.0032086,              0.0032086,              0.0032086
                    346,                 0.5541,                0.33737,                0.92405,                0.93143,                0.87879,                0.93222,                0.67549,                 1.0531,                0.52571,                 1.1998,              0.0031888,              0.0031888,              0.0031888
                    347,                0.54589,                0.32815,                 0.9174,                0.92791,                0.88267,                0.93257,                0.67588,                  1.051,                0.52366,                 1.2006,               0.003169,               0.003169,               0.003169
                    348,                0.54405,                0.32845,                0.91847,                0.93013,                0.87723,                0.93172,                0.67449,                 1.0498,                0.52615,                    1.2,              0.0031492,              0.0031492,              0.0031492
                    349,                0.55746,                0.33753,                0.92883,                0.93228,                0.87568,                0.93174,                0.67441,                 1.0535,                0.52174,                 1.2039,              0.0031294,              0.0031294,              0.0031294
                    350,                0.54705,                0.32671,                 0.9156,                0.92892,                0.88034,                0.93299,                0.67548,                 1.0556,                0.52069,                 1.2032,              0.0031096,              0.0031096,              0.0031096
                    351,                0.54515,                0.32337,                0.91225,                0.93077,                  0.885,                0.93377,                0.67762,                 1.0546,                0.51992,                 1.2068,              0.0030898,              0.0030898,              0.0030898
                    352,                 0.5449,                 0.3259,                 0.9168,                0.93464,                0.88345,                0.93451,                0.67739,                 1.0522,                0.51469,                 1.2095,                0.00307,                0.00307,                0.00307
                    353,                0.54195,                0.32866,                0.91816,                0.93556,                0.88267,                 0.9345,                0.67749,                  1.052,                0.51116,                 1.2118,              0.0030502,              0.0030502,              0.0030502
                    354,                0.54147,                0.33157,                0.91742,                0.93304,                0.88811,                0.93451,                0.67744,                 1.0543,                0.51243,                  1.214,              0.0030304,              0.0030304,              0.0030304
                    355,                0.54463,                0.32718,                0.91688,                0.93387,                0.88345,                0.93422,                0.67856,                 1.0527,                0.51798,                 1.2089,              0.0030106,              0.0030106,              0.0030106
                    356,                 0.5453,                0.32738,                0.91306,                0.92763,                0.88645,                0.93407,                0.67726,                 1.0527,                0.52105,                 1.2054,              0.0029908,              0.0029908,              0.0029908
                    357,                0.53187,                0.32505,                0.91045,                0.91984,                0.89166,                0.93308,                0.67626,                  1.052,                0.51872,                  1.205,               0.002971,               0.002971,               0.002971
                    358,                0.53986,                 0.3255,                 0.9177,                0.93158,                0.88423,                0.93294,                0.67828,                 1.0538,                0.51661,                 1.2072,              0.0029512,              0.0029512,              0.0029512
                    359,                0.53705,                0.32343,                0.91053,                0.92493,                0.88889,                0.93307,                0.67584,                 1.0546,                0.51707,                 1.2079,              0.0029314,              0.0029314,              0.0029314
                    360,                0.52866,                0.32097,                0.91628,                0.92866,                0.89005,                0.93243,                0.67606,                 1.0576,                0.51616,                 1.2112,              0.0029116,              0.0029116,              0.0029116
                    361,                0.54268,                  0.323,                 0.9173,                0.93799,                0.88112,                0.93306,                0.67806,                 1.0542,                 0.5128,                  1.209,              0.0028918,              0.0028918,              0.0028918
                    362,                0.53223,                0.31983,                 0.9142,                0.93697,                0.88267,                0.93448,                0.67963,                 1.0519,                0.51353,                 1.2069,               0.002872,               0.002872,               0.002872
                    363,                0.54049,                0.32492,                0.91469,                 0.9389,                0.88112,                0.93313,                0.67929,                 1.0535,                0.51156,                 1.2087,              0.0028522,              0.0028522,              0.0028522
                    364,                0.52777,                0.31901,                0.90969,                0.93358,                0.88345,                0.93321,                0.67828,                 1.0528,                0.51121,                 1.2063,              0.0028324,              0.0028324,              0.0028324
                    365,                0.53169,                0.32185,                0.90867,                0.92592,                  0.892,                0.93302,                 0.6792,                 1.0529,                0.51485,                 1.2048,              0.0028126,              0.0028126,              0.0028126
                    366,                0.53102,                 0.3205,                0.90909,                0.93071,                  0.885,                  0.932,                0.67935,                 1.0499,                0.51226,                 1.2019,              0.0027928,              0.0027928,              0.0027928
                    367,                0.53852,                0.32449,                0.91347,                0.91971,                0.89977,                0.93207,                0.67813,                 1.0483,                0.51259,                 1.2019,               0.002773,               0.002773,               0.002773
                    368,                0.53091,                0.31828,                0.91425,                0.93052,                0.88451,                0.93253,                0.67709,                 1.0482,                0.51481,                 1.2019,              0.0027532,              0.0027532,              0.0027532
                    369,                0.53065,                0.31712,                0.91071,                0.92902,                0.88267,                0.93356,                 0.6802,                 1.0483,                0.51285,                 1.2047,              0.0027334,              0.0027334,              0.0027334
                    370,                0.53575,                 0.3212,                0.91598,                0.91169,                0.89838,                0.93241,                  0.679,                 1.0487,                0.51617,                 1.2059,              0.0027136,              0.0027136,              0.0027136
                    371,                0.53759,                0.31819,                0.91844,                0.92313,                  0.892,                0.93259,                 0.6797,                 1.0487,                0.51869,                 1.2066,              0.0026938,              0.0026938,              0.0026938
                    372,                0.53509,                0.32537,                0.91879,                0.91519,                0.89666,                0.93386,                0.68012,                 1.0482,                0.51848,                 1.2061,               0.002674,               0.002674,               0.002674
                    373,                0.52311,                0.31627,                0.90995,                0.92447,                  0.894,                 0.9343,                 0.6817,                  1.048,                0.51952,                 1.2069,              0.0026542,              0.0026542,              0.0026542
                    374,                 0.5309,                0.32133,                0.91341,                0.93125,                0.89122,                0.93423,                0.68176,                 1.0486,                0.52081,                 1.2095,              0.0026344,              0.0026344,              0.0026344
                    375,                0.52497,                0.31916,                0.91084,                0.93066,                0.88889,                0.93587,                0.68158,                 1.0481,                 0.5212,                 1.2091,              0.0026146,              0.0026146,              0.0026146
                    376,                0.52254,                0.31613,                 0.9092,                0.92951,                0.89134,                0.93559,                0.68155,                 1.0476,                0.51797,                 1.2078,              0.0025948,              0.0025948,              0.0025948
                    377,                0.52994,                0.32126,                0.91091,                0.93206,                  0.885,                0.93481,                0.67963,                 1.0495,                0.52104,                 1.2078,               0.002575,               0.002575,               0.002575
                    378,                0.52595,                0.31628,                0.91375,                0.93452,                0.88267,                0.93388,                0.67683,                 1.0512,                0.52386,                 1.2096,              0.0025552,              0.0025552,              0.0025552
                    379,                0.52318,                 0.3093,                0.90736,                0.93097,                  0.885,                0.93382,                0.67667,                 1.0508,                0.52151,                 1.2102,              0.0025354,              0.0025354,              0.0025354
                    380,                0.52278,                 0.3107,                0.90682,                 0.9297,                0.88656,                0.93358,                 0.6759,                 1.0507,                0.51819,                 1.2095,              0.0025156,              0.0025156,              0.0025156
                    381,                0.52478,                 0.3147,                0.91216,                0.92861,                0.88942,                0.93367,                0.67665,                 1.0518,                0.51674,                 1.2087,              0.0024958,              0.0024958,              0.0024958
                    382,                0.51091,                0.31236,                0.91025,                0.92925,                0.88733,                0.93309,                 0.6763,                 1.0503,                0.51938,                 1.2083,               0.002476,               0.002476,               0.002476
                    383,                0.52143,                0.31485,                0.90966,                0.92813,                0.88733,                0.93155,                  0.677,                 1.0484,                0.52238,                 1.2075,              0.0024562,              0.0024562,              0.0024562
                    384,                0.51931,                0.31334,                0.90535,                0.93003,                0.88345,                0.93166,                0.67677,                 1.0485,                0.52366,                 1.2094,              0.0024364,              0.0024364,              0.0024364
                    385,                0.52408,                0.31762,                0.91122,                0.93263,                0.88267,                0.93114,                0.67637,                 1.0517,                0.52089,                 1.2124,              0.0024166,              0.0024166,              0.0024166
                    386,                0.51494,                  0.317,                0.90997,                0.92634,                0.88656,                0.93139,                0.67648,                 1.0521,                0.52171,                 1.2113,              0.0023968,              0.0023968,              0.0023968
                    387,                0.51425,                0.30886,                0.90776,                0.91963,                0.89277,                0.93169,                0.67751,                 1.0506,                0.52082,                 1.2107,               0.002377,               0.002377,               0.002377
                    388,                0.51431,                0.30973,                0.91042,                 0.9284,                0.88664,                0.93295,                0.67863,                 1.0511,                0.52024,                 1.2117,              0.0023572,              0.0023572,              0.0023572
                    389,                0.50835,                0.31138,                0.91038,                0.92084,                0.89483,                0.93252,                0.67887,                 1.0522,                0.52065,                 1.2137,              0.0023374,              0.0023374,              0.0023374
                    390,                0.52179,                0.31451,                0.90908,                0.93133,                0.88521,                0.93276,                0.67852,                 1.0532,                0.52207,                 1.2135,              0.0023176,              0.0023176,              0.0023176
                    391,                0.51064,                0.31268,                 0.9109,                0.93282,                0.88423,                0.93305,                 0.6778,                  1.052,                 0.5239,                 1.2119,              0.0022978,              0.0022978,              0.0022978
                    392,                0.50867,                0.30354,                0.90688,                0.93246,                0.88345,                0.93234,                0.67789,                 1.0544,                0.52485,                 1.2139,               0.002278,               0.002278,               0.002278
                    393,                0.50849,                0.30727,                0.90998,                 0.9344,                0.88542,                0.93273,                0.67747,                 1.0552,                0.52693,                 1.2152,              0.0022582,              0.0022582,              0.0022582
                    394,                0.50852,                0.30798,                0.90946,                0.93296,                0.88667,                0.93353,                0.67926,                 1.0546,                0.52624,                 1.2191,              0.0022384,              0.0022384,              0.0022384
                    395,                0.51477,                0.31262,                0.91074,                0.93019,                0.88656,                0.93286,                0.67902,                 1.0526,                0.52303,                 1.2212,              0.0022186,              0.0022186,              0.0022186
                    396,                0.51658,                0.31491,                0.90913,                0.92991,                0.88661,                0.93314,                0.67872,                 1.0505,                 0.5209,                 1.2208,              0.0021988,              0.0021988,              0.0021988
                    397,                0.50682,                0.30434,                0.90609,                0.91792,                 0.8951,                0.93236,                0.67791,                 1.0523,                0.52253,                 1.2227,               0.002179,               0.002179,               0.002179
                    398,                0.51585,                 0.3113,                0.90566,                 0.9248,                0.88864,                0.93164,                 0.6777,                 1.0515,                0.52521,                 1.2212,              0.0021592,              0.0021592,              0.0021592
                    399,                0.50697,                0.30144,                0.90492,                0.92288,                0.89259,                0.93158,                0.67786,                  1.051,                0.52614,                 1.2189,              0.0021394,              0.0021394,              0.0021394
                    400,                0.50301,                0.30121,                0.90322,                0.91999,                0.89346,                0.93201,                0.67867,                 1.0496,                0.52575,                  1.218,              0.0021196,              0.0021196,              0.0021196
                    401,                 0.5151,                0.31121,                0.90727,                0.92132,                0.89167,                0.93268,                0.67924,                 1.0499,                0.52247,                 1.2175,              0.0020998,              0.0020998,              0.0020998
                    402,                0.51142,                0.30744,                 0.9097,                  0.922,                0.89093,                0.93244,                0.67949,                 1.0478,                 0.5221,                  1.216,                0.00208,                0.00208,                0.00208
                    403,                 0.5064,                0.30986,                0.90778,                0.92164,                  0.892,                0.93218,                0.68095,                 1.0457,                0.52518,                 1.2139,              0.0020602,              0.0020602,              0.0020602
                    404,                0.51092,                0.30719,                0.90648,                0.92051,                0.89433,                 0.9315,                0.68176,                 1.0451,                0.52562,                 1.2135,              0.0020404,              0.0020404,              0.0020404
                    405,                0.50722,                0.30509,                0.90134,                0.91982,                0.88967,                0.93089,                0.68088,                 1.0451,                0.52492,                 1.2139,              0.0020206,              0.0020206,              0.0020206
                    406,                0.50387,                0.30799,                0.90485,                0.93507,                0.87879,                0.93187,                 0.6803,                  1.045,                0.52358,                 1.2139,              0.0020008,              0.0020008,              0.0020008
                    407,                0.50008,                0.30005,                0.90853,                 0.9313,                  0.885,                 0.9318,                0.67995,                 1.0446,                0.52384,                 1.2133,               0.001981,               0.001981,               0.001981
                    408,                0.50457,                0.30289,                0.90303,                0.92471,                0.88749,                 0.9305,                0.67986,                 1.0436,                0.52301,                 1.2123,              0.0019612,              0.0019612,              0.0019612
                    409,                0.50593,                0.30573,                0.90543,                0.92775,                0.88578,                0.93046,                0.67975,                 1.0437,                0.52382,                 1.2136,              0.0019414,              0.0019414,              0.0019414
                    410,                0.50791,                0.30552,                0.90957,                0.92606,                0.88557,                0.93053,                0.68009,                 1.0435,                 0.5229,                 1.2148,              0.0019216,              0.0019216,              0.0019216
                    411,                0.50304,                0.30417,                0.90553,                0.92294,                0.88733,                 0.9311,                0.68165,                 1.0425,                0.52046,                 1.2149,              0.0019018,              0.0019018,              0.0019018
                    412,                0.50579,                0.30822,                0.90842,                0.92697,                0.88267,                0.93059,                0.68077,                 1.0428,                0.51925,                 1.2162,               0.001882,               0.001882,               0.001882
                    413,                0.47833,                0.29613,                0.89885,                0.92409,                0.88578,                0.93082,                0.67975,                  1.043,                 0.5194,                 1.2184,              0.0018622,              0.0018622,              0.0018622
                    414,                0.49082,                0.29718,                0.90272,                0.92167,                 0.8868,                0.92903,                0.67948,                 1.0444,                0.51865,                 1.2208,              0.0018424,              0.0018424,              0.0018424
                    415,                0.49289,                0.29109,                0.89958,                0.92327,                0.88811,                0.92981,                0.67974,                 1.0447,                0.52143,                 1.2221,              0.0018226,              0.0018226,              0.0018226
                    416,                0.50998,                0.30823,                0.90974,                0.92061,                0.88656,                 0.9287,                0.67993,                 1.0459,                0.52167,                 1.2237,              0.0018028,              0.0018028,              0.0018028
                    417,                0.48858,                0.29759,                0.89815,                  0.919,                0.88811,                0.92913,                0.68012,                 1.0477,                0.52109,                 1.2255,               0.001783,               0.001783,               0.001783
                    418,                0.49799,                 0.3052,                0.90535,                0.92181,                 0.8885,                 0.9296,                0.67947,                  1.049,                0.52173,                 1.2276,              0.0017632,              0.0017632,              0.0017632
                    419,                  0.496,                0.30124,                0.90523,                0.92369,                0.88407,                0.92913,                0.67916,                 1.0499,                0.52287,                 1.2298,              0.0017434,              0.0017434,              0.0017434
                    420,                0.48683,                0.29395,                0.90041,                  0.926,                0.88477,                0.92963,                0.67963,                 1.0505,                0.52191,                 1.2314,              0.0017236,              0.0017236,              0.0017236
                    421,                0.49374,                0.30082,                0.90425,                0.92525,                0.88488,                0.92794,                0.67994,                 1.0496,                0.52294,                   1.23,              0.0017038,              0.0017038,              0.0017038
                    422,                0.49428,                0.30098,                0.90384,                0.91998,                0.88811,                 0.9293,                0.67884,                 1.0504,                 0.5245,                 1.2303,               0.001684,               0.001684,               0.001684
                    423,                0.49425,                0.29454,                0.90589,                0.92203,                0.88267,                0.92955,                0.67859,                 1.0512,                 0.5263,                 1.2303,              0.0016642,              0.0016642,              0.0016642
                    424,                0.49024,                0.29813,                 0.9003,                0.93876,                0.86947,                0.92984,                0.67934,                 1.0518,                0.52834,                 1.2303,              0.0016444,              0.0016444,              0.0016444
                    425,                0.48798,                0.29866,                0.90255,                0.93851,                0.86558,                0.93024,                 0.6781,                 1.0523,                0.53082,                 1.2302,              0.0016246,              0.0016246,              0.0016246
                    426,                0.48407,                0.29826,                0.89616,                0.94636,                0.86369,                0.93082,                0.67797,                  1.052,                0.53007,                 1.2296,              0.0016048,              0.0016048,              0.0016048
                    427,                0.49562,                0.29596,                0.89972,                0.94243,                0.86487,                0.93028,                0.67936,                 1.0517,                0.52777,                 1.2305,               0.001585,               0.001585,               0.001585
                    428,                   0.49,                0.29923,                0.90271,                0.94325,                0.86558,                0.93032,                0.67935,                  1.051,                0.52825,                 1.2302,              0.0015652,              0.0015652,              0.0015652
                    429,                0.47879,                0.29129,                 0.8961,                0.94375,                0.86636,                 0.9306,                0.67901,                 1.0512,                0.52781,                 1.2294,              0.0015454,              0.0015454,              0.0015454
                    430,                 0.4895,                0.29659,                 0.8975,                0.94494,                0.86684,                0.93055,                0.67893,                 1.0516,                0.52627,                 1.2305,              0.0015256,              0.0015256,              0.0015256
                    431,                0.48479,                 0.2941,                0.89558,                0.94294,                0.86636,                0.92995,                0.67712,                 1.0519,                0.52753,                 1.2292,              0.0015058,              0.0015058,              0.0015058
                    432,                 0.4931,                0.30167,                0.89877,                0.94362,                0.86713,                 0.9297,                0.67627,                 1.0521,                0.52723,                 1.2288,               0.001486,               0.001486,               0.001486
                    433,                0.48188,                0.29281,                0.90175,                0.94353,                0.86636,                0.93029,                0.67626,                  1.052,                0.52651,                 1.2278,              0.0014662,              0.0014662,              0.0014662
                    434,                0.48065,                0.29112,                0.90077,                0.93889,                0.87257,                0.93133,                0.67796,                  1.051,                 0.5251,                 1.2268,              0.0014464,              0.0014464,              0.0014464
                    435,                0.47954,                0.28937,                0.89445,                0.93704,                0.87179,                0.93104,                0.67708,                 1.0504,                 0.5243,                 1.2261,              0.0014266,              0.0014266,              0.0014266
                    436,                0.48523,                0.29305,                0.89938,                0.93681,                0.87413,                 0.9316,                0.67626,                 1.0498,                0.52235,                 1.2262,              0.0014068,              0.0014068,              0.0014068
                    437,                0.47186,                0.28885,                 0.8886,                0.93555,                0.87413,                0.93155,                0.67636,                 1.0495,                0.52144,                 1.2268,               0.001387,               0.001387,               0.001387
                    438,                0.47832,                0.29179,                0.89747,                0.93584,                0.87568,                0.93168,                  0.676,                 1.0507,                 0.5221,                 1.2287,              0.0013672,              0.0013672,              0.0013672
                    439,                 0.4918,                0.29886,                0.90216,                0.93185,                0.87646,                 0.9313,                0.67551,                 1.0503,                0.52081,                 1.2278,              0.0013474,              0.0013474,              0.0013474
                    440,                 0.4753,                0.29052,                0.89391,                0.93446,                0.87646,                0.93155,                0.67632,                 1.0507,                0.52079,                 1.2276,              0.0013276,              0.0013276,              0.0013276
                    441,                0.47282,                0.28581,                0.89093,                0.93153,                0.87743,                0.93178,                0.67685,                 1.0502,                0.51976,                 1.2275,              0.0013078,              0.0013078,              0.0013078
                    442,                0.47431,                0.28689,                0.89567,                0.93099,                0.87801,                0.93162,                 0.6771,                 1.0503,                0.51962,                 1.2276,               0.001288,               0.001288,               0.001288
                    443,                0.47045,                0.28494,                0.89364,                0.93159,                 0.8782,                0.93127,                0.67699,                 1.0502,                0.52041,                 1.2281,              0.0012682,              0.0012682,              0.0012682
                    444,                0.47443,                0.28858,                0.89345,                0.93153,                0.87736,                0.93108,                0.67639,                 1.0509,                0.51987,                 1.2286,              0.0012484,              0.0012484,              0.0012484
                    445,                0.47278,                0.28487,                0.89606,                0.92944,                0.88019,                0.93128,                0.67683,                 1.0508,                0.52002,                 1.2291,              0.0012286,              0.0012286,              0.0012286
                    446,                0.47256,                 0.2843,                0.89338,                0.92872,                0.88076,                0.93161,                0.67654,                 1.0508,                0.52104,                 1.2291,              0.0012088,              0.0012088,              0.0012088
                    447,                0.47353,                 0.2867,                0.89758,                0.92647,                0.88113,                 0.9302,                0.67656,                 1.0514,                0.52282,                 1.2301,               0.001189,               0.001189,               0.001189
                    448,                0.47985,                0.28944,                0.89945,                0.92879,                0.88163,                0.93029,                0.67665,                 1.0516,                0.52338,                 1.2304,              0.0011692,              0.0011692,              0.0011692
                    449,                0.47167,                 0.2901,                0.89623,                0.92933,                0.87956,                0.93087,                0.67637,                 1.0527,                0.52404,                 1.2318,              0.0011494,              0.0011494,              0.0011494
                    450,                0.46445,                0.28413,                 0.8909,                0.93164,                0.87896,                0.93088,                0.67724,                  1.053,                0.52504,                 1.2322,              0.0011296,              0.0011296,              0.0011296
                    451,                0.47279,                0.28699,                0.89756,                0.93177,                0.88065,                0.93072,                 0.6776,                 1.0518,                0.52525,                 1.2312,              0.0011098,              0.0011098,              0.0011098
                    452,                0.46607,                0.28857,                0.89481,                0.92728,                0.88267,                0.93129,                0.67669,                 1.0515,                0.52536,                 1.2309,                0.00109,                0.00109,                0.00109
                    453,                0.46788,                0.28364,                0.89401,                0.92368,                0.88267,                0.93158,                0.67729,                 1.0507,                0.52693,                   1.23,              0.0010702,              0.0010702,              0.0010702
                    454,                0.46242,                0.28359,                0.88754,                0.93044,                0.87801,                0.93154,                0.67708,                 1.0507,                0.52716,                 1.2301,              0.0010504,              0.0010504,              0.0010504
                    455,                0.46781,                0.28487,                0.89715,                0.93294,                0.87558,                0.93171,                0.67766,                 1.0506,                  0.527,                 1.2311,              0.0010306,              0.0010306,              0.0010306
                    456,                0.47415,                0.28446,                0.89519,                0.92746,                 0.8819,                0.93158,                0.67811,                 1.0501,                0.52756,                 1.2312,              0.0010108,              0.0010108,              0.0010108
                    457,                0.46649,                0.28636,                 0.8936,                0.92787,                0.88345,                0.93172,                0.67776,                 1.0504,                0.52713,                 1.2317,               0.000991,               0.000991,               0.000991
                    458,                0.47076,                0.28814,                0.89576,                0.92799,                0.87956,                0.93011,                0.67707,                 1.0502,                0.52713,                 1.2316,              0.0009712,              0.0009712,              0.0009712
                    459,                0.46412,                0.28449,                0.89304,                0.94034,                0.86945,                0.93014,                0.67678,                 1.0508,                0.52801,                 1.2319,              0.0009514,              0.0009514,              0.0009514
                    460,                0.47339,                0.28889,                0.89852,                0.93441,                0.87449,                0.93155,                0.67586,                 1.0511,                0.52863,                 1.2327,              0.0009316,              0.0009316,              0.0009316
                    461,                 0.4589,                0.28073,                0.88955,                0.93664,                0.87257,                0.93097,                 0.6756,                 1.0521,                0.52833,                 1.2339,              0.0009118,              0.0009118,              0.0009118
                    462,                0.47567,                0.28919,                0.89862,                0.93731,                 0.8713,                   0.93,                 0.6753,                  1.053,                0.52806,                 1.2351,               0.000892,               0.000892,               0.000892
                    463,                 0.4652,                  0.283,                0.89112,                  0.933,                0.87642,                0.92988,                0.67627,                 1.0535,                0.52642,                  1.236,              0.0008722,              0.0008722,              0.0008722
                    464,                0.46042,                  0.283,                 0.8901,                0.93792,                 0.8749,                0.93114,                0.67592,                 1.0532,                0.52646,                  1.236,              0.0008524,              0.0008524,              0.0008524
                    465,                0.45188,                0.27834,                0.89164,                0.93723,                0.87413,                0.92978,                0.67528,                 1.0525,                0.52561,                  1.235,              0.0008326,              0.0008326,              0.0008326
                    466,                0.45366,                0.27708,                0.88507,                0.93777,                 0.8749,                 0.9305,                 0.6756,                 1.0523,                0.52475,                 1.2347,              0.0008128,              0.0008128,              0.0008128
                    467,                0.45173,                0.27427,                0.88545,                0.93726,                0.87646,                0.93079,                0.67655,                 1.0516,                0.52432,                  1.234,               0.000793,               0.000793,               0.000793
                    468,                0.45637,                0.27808,                0.89002,                0.93487,                0.87568,                 0.9302,                0.67608,                 1.0514,                0.52422,                  1.234,              0.0007732,              0.0007732,              0.0007732
                    469,                0.46313,                0.28429,                 0.8898,                 0.9301,                0.87881,                0.92989,                0.67594,                 1.0511,                0.52397,                 1.2333,              0.0007534,              0.0007534,              0.0007534
                    470,                0.45817,                0.27799,                0.88998,                0.93078,                0.87763,                0.92992,                0.67565,                 1.0513,                 0.5239,                 1.2329,              0.0007336,              0.0007336,              0.0007336
                    471,                0.45434,                0.27966,                0.88625,                0.92839,                0.88034,                0.93081,                0.67488,                 1.0511,                0.52417,                 1.2322,              0.0007138,              0.0007138,              0.0007138
                    472,                0.44867,                0.27411,                0.88607,                0.92857,                0.87881,                0.93061,                0.67515,                 1.0518,                0.52454,                 1.2325,               0.000694,               0.000694,               0.000694
